parent_var,child_var,id,g9ot,gpa_o80,coll_enr,coll_enr2,coll_enr4,coll_enr_ont,coll_enr_frst,coll_enr_ftpt,coll_prst1,coll_prst2,coll_prst3,coll_comp4,coll_comp6,coll_comp8,coll_gpa_s1,coll_gpa_y1,hs_deg,de_ever
spec_hs,White,80,0.8261074052425101,0.6598809722345322,0.6864043990615756,0.28933409643359487,0.3432374377734959,0.617951253289357,0.4722075596917421,0.5603175941389055,0.5120081445202231,0.7279795134672895,0.8775088636903092,0.9620351184858009,0.6443288059672341,0.7704061691183597,0.557452097418718,0.8509573804913089,0.7873067256296054,0.07171535189263523
spec_hs,Other,81,0.9880318031646311,0.9640272478573024,0.5002493487671018,0.47862531989812857,0.49644015836529437,0.6111439097672702,0.2506758357398212,0.3082505382597447,0.7511925215367228,0.9124094330472872,0.9867855929769576,0.5961169092915952,0.5412167302565649,0.977905385196209,0.5328776207752526,0.5094122688751668,0.641863125609234,0.08777314971666783
anyell0812,female,82,0.8181520476937294,0.7152967428555712,0.5583319995086641,0.4292688334360719,0.2378368677105755,0.5475046506617218,0.3775321942288429,0.5829254180192949,0.525377775891684,0.5655351708410308,0.8022672772640362,0.9050000632414594,0.6077815152239054,0.9559215666959062,0.7162669269600883,0.7729816146893427,0.8430744722718373,0.3325664605945349
anyell0812,male,83,0.8453820544527844,0.8133517714450136,0.3206586907152087,0.49851154428906747,0.6501182043924929,0.24520738432183864,0.4992308197077364,0.3932450695894659,0.641815023845993,0.5035738481674343,0.6747402001637965,0.9764993437565863,0.669058722560294,0.8383085596142337,0.9462495490442961,0.9107359610497952,0.9215532918460667,0.45305909879971296
anyell0812,non-binary (if applicable),84,0.8989031834062189,0.6185936133842915,0.519024304067716,0.6882160221226514,0.3813686339184642,0.5261072187218816,0.42811342901550237,0.7105889178812506,0.6574494453379884,0.5203229744220152,0.8806226832093671,0.7617325372993946,0.6567264620680362,0.5244318449404091,0.5137402176624164,0.5334764656145126,0.9288211382227018,0.03759706800337881
anyspd0812,female,85,0.5081620494602248,0.9122510979650542,0.2701615662313998,0.6604014966171236,0.6814236158505083,0.44718800410628323,0.5643508596345783,0.2280781715642661,0.9011768201598898,0.6802452228730544,0.7863330990076065,0.9884567630942911,0.8868335669394583,0.6604532857891172,0.5997106662252918,0.6379132780712098,0.77173341263551265,0.4078498553717509
anyspd0812,male,86,0.9532155457418412,0.6846179059939459,0.7182410365436227,0.52175453719683,0.333180799195543,0.23551994147710503,0.6837148434482516,0.22372892801649868,0.8759364710422233,0.8446480514248833,0.8419028392527252,0.6343659280100837,0.8826976208947599,0.743058452848345,0.6080132275819778,0.8518644208088517,0.8219624628545716,0.4475420452654362
anyspd0812,non-binary (if applicable),87,0.8547991623636335,0.6981259990716353,0.6037983241491021,0.7511714662890883,0.25797837469726803,0.555349485622719,0.39832832799293105,0.3597749074455351,0.7437919140793383,0.6883487005252391,0.6775554403429851,0.8670552186667919,0.7305813491111621,0.5929553644964471,0.8846588677261025,0.6184293638216332,0.7032079107593745,0.2851797367911786
economic_disadvantage,female,88,0.7334672651486471,0.7095605566864833,0.6337702266406269,0.4514245761558414,0.24881364912725987,0.3715332419611514,0.5203862980939449,0.5110799418296665,0.6641728224931285,0.6000352943083271,0.8475247726310045,0.5746573676588014,0.7449313506949693,0.6023123126942664,0.9325470770709217,0.5862693294184282,0.5401028146734461,0.007630273583345115
economic_disadvantage,male,89,0.5277681482257321,0.6888926747487858,0.5204576993361116,0.24464387749321762,0.27243959275074303,0.27225613594055176,0.6652666717302055,0.720491131907329,0.7397592137567699,0.6016585499746725,0.9608740994008258,0.8770384074887261,0.9259314824594185,0.6097461746539921,0.6139653907157481,0.6664339202689007,0.7058605425991118,0.3714409085223451
economic_disadvantage,non-binary (if applicable),90,0.5917940197978169,0.7066539190709591,0.47382391584105793,0.23886783062480393,0.5985901677049696,0.45514539671130483,0.5678270937409253,0.629770605545491,0.634057140443474,0.5649583183694631,0.794748660759069,0.9199718529125676,0.8874691162491217,0.7833135194377974,0.8435946212848648,0.5312989217927679,0.9750813639257103,0.08359016675967723
Brooklyn,female,91,0.6135943626286462,0.9260876175248995,0.324274962535128,0.4313598198816181,0.5996004263404757,0.45811717589385814,0.6871398424729706,0.4179352377541364,0.5286263758316636,0.678714400739409,0.6769985745195299,0.5936965704895556,0.5357125216396526,0.9505049693398178,0.994728984311223,0.6328056347556412,0.970761168980971,0.45816959417425096
Bronx,female,92,0.6440229034051299,0.6666432624915615,0.748654464725405,0.4296244620811195,0.7836798374541105,0.7789022930432112,0.36300262133590877,0.3192376045510173,0.8666747703682631,0.9675353340571746,0.5119416062952951,0.9563440565252677,0.8162394987884909,0.8357079169945791,0.5021044254535809,0.7904606296215206,0.9458231411408633,0.32391995773650706
Manhattan,female,93,0.7065768426982686,0.8618200855562463,0.4854916309472174,0.7228290110826494,0.3140276478137821,0.7968992783688009,0.5615849859546871,0.32738444381393494,0.9089080564444885,0.6123671305831522,0.6413079750491306,0.904997814563103,0.7817829916020855,0.5055553391575813,0.9183558837976307,0.8700524435844272,0.7182816474232823,0.34339122101664543
Queens,female,94,0.855599821661599,0.62206420104485,0.4210356018971652,0.7586130246985705,0.4394737339112908,0.5014722993131728,0.7423487972468139,0.25789240179583434,0.8139509608736262,0.7173110895091668,0.9739243413787335,0.7337072009686381,0.8795129192294553,0.8316957879578695,0.8886583267012611,0.8313767750514671,0.8375215276610106,0.34991229767911136
Staten Island,female,95,0.7781785514671355,0.687149386270903,0.7485696525778622,0.7025823506060989,0.40609749532304706,0.4683868698775769,0.7530025515705348,0.6615510010160506,0.6178631469374523,0.6194406452123076,0.8087227256037295,0.5354954453650862,0.7249200793448836,0.5360526264412329,0.8969554944196716,0.5647259770194069,0.9506106226472184,0.19703849765937775
Brooklyn,male,96,0.7140567887108773,0.6360797644592822,0.6295027615502478,0.7215018435847016,0.4278715525753797,0.476035294495523,0.4045790147967637,0.27541877259500325,0.5588400179985911,0.7841373068513349,0.8306213986361399,0.604948116466403,0.9332111169351265,0.7369712512008846,0.8432866835501045,0.9480731773655862,0.702346627600491,0.267263624118641
Bronx,male,97,0.7226990781491622,0.9203572244150564,0.29534956021234393,0.7781967660412192,0.6695793154183776,0.47023172634653754,0.5448471706360579,0.6833772850688548,0.5307679657125846,0.9347800589166582,0.8745741593884304,0.7872125748544931,0.8245434846030548,0.812974437722005,0.9045930471038446,0.6094713676720858,0.8259356057969853,0.44227270071860403
Manhattan,male,98,0.7568526595132425,0.7602989670122042,0.707720142789185,0.49027545773424214,0.6693178482353688,0.7430279841180891,0.427390159200877,0.2801290047354996,0.6396647499641404,0.9405938626732677,0.9543298962526023,0.6828054670477286,0.5515918633900583,0.5194538533687592,0.9230266669765115,0.8745465378742665,0.7418764474568889,0.28697662032209337
Queens,male,99,0.6718384034465998,0.7708546838257462,0.2897501076105982,0.6762690861243755,0.281026513222605,0.5630517499987037,0.5802318798843772,0.4034211393911392,0.5983786658616737,0.8335238565923646,0.5554910693317652,0.5194434684235603,0.6428916420554742,0.9794183925259858,0.7010798623086885,0.9283693121979013,0.558585565420799,0.3581704832613468
Staten Island,male,100,0.8080467785475776,0.6178243550239131,0.706888301903382,0.3472438318654895,0.25873748944140973,0.7158250147011131,0.5368739453144372,0.4758463444653899,0.8990748870419338,0.9396059904247522,0.935928221559152,0.9421224714023992,0.7723539019934833,0.9306512573966756,0.9403586840489879,0.876798861194402,0.9488639131886885,0.10967186908237636
Brooklyn,non-binary (if applicable),101,0.9558532204246148,0.5419010546756908,0.7003942019771785,0.5642722688149662,0.3001607796177268,0.755338828265667,0.61454714294523,0.3927175862248987,0.8031036916654557,0.6372796971118078,0.5956311573972926,0.6788814996834844,0.5357949994504452,0.94087075360585,0.8321200545178726,0.7912100612884387,0.7106506358832121,0.4145751742180437
Bronx,non-binary (if applicable),102,0.7585366577841341,0.5200955156469718,0.6685509749222547,0.6328421109355986,0.23849742691963913,0.34153347299434245,0.6212950044311584,0.5258279239293189,0.5443756111199036,0.9590535160386935,0.7354055227478966,0.7804288407787681,0.5665447803912684,0.7316083399346098,0.7135027725016698,0.8207737182965502,0.6315123926615342,0.45770198747050017
Manhattan,non-binary (if applicable),103,0.6846925095887855,0.630945342592895,0.711747861141339,0.2960163530427963,0.6784829801879824,0.6753156974446028,0.42399651044979697,0.45004407796077434,0.7917116868775338,0.8966740961186588,0.996708286809735,0.8033302183030173,0.8099398065824062,0.950938938301988,0.7105942306807265,0.8531449630390853,0.7857013045577332,0.10755551571492106
Queens,non-binary (if applicable),104,0.7108263216214254,0.8592986293369904,0.4265904715750367,0.6092882702592761,0.7868372935336083,0.39051643251441426,0.24477376486174765,0.4379258957691491,0.9582372747827321,0.9347011557547376,0.8730463495012373,0.9456483321264386,0.6372792820911855,0.7644105044892058,0.7922130526276305,0.6873810255201533,0.9698028411949053,0.2504922578809783
Staten Island,non-binary (if applicable),105,0.6725888344226405,0.8051724546821788,0.7075340810231865,0.6724070923868568,0.7587298682890833,0.6515681375749409,0.656755590857938,0.48410648680292073,0.9386724315118045,0.5731493658386171,0.672747420030646,0.6304506281157956,0.7765521934488788,0.7374090817756951,0.8638647117186338,0.821781353908591,0.9654921643668786,0.08913685742300004
spec_hs,female,106,0.8732751125935465,0.968368653440848,0.7207808319944888,0.43562759496271614,0.5561975290067495,0.28152799257077277,0.6926153781358153,0.5026509278919549,0.7134884980041534,0.897401534137316,0.7153400530805811,0.6664245122810826,0.9721867939224467,0.6214157871436328,0.541377468383871,0.5262577418470755,0.7778341402299702,0.4486516355536878
spec_hs,male,107,0.9093957006698474,0.836159486323595,0.5775186557322741,0.32409451650455595,0.3653661902062595,0.7146658272482456,0.31660907506011426,0.3361537676304579,0.874341591144912,0.7450944316806272,0.9657467855140567,0.6545176309300587,0.8266807477921247,0.5429783881409094,0.8504046965390444,0.5466139421332628,0.9607895032968372,0.305038686725311
spec_hs,non-binary (if applicable),108,0.5121661133598536,0.6246091887587681,0.2600714535452426,0.7375212744809687,0.41233904892578727,0.3252600607927889,0.26825661403127016,0.361304625030607,0.7496395375346765,0.9887633598409593,0.7348001651698723,0.8505234726471826,0.6782424016855657,0.8851573122665286,0.6385017685825005,0.6341675644507632,0.5667066753376275,0.08096866507548839
anyspd0812,anyell0812,109,0.6764640746405348,0.6249898022506386,0.2568930962122977,0.6304748206399382,0.5149187551345678,0.581539691053331,0.3088825795799494,0.5162629138678313,0.8300541577627882,0.8549221056746319,0.6776249459944665,0.8203215233515948,0.7345098976511508,0.7411480669397861,0.7778580406447873,0.7634726980468258,0.6307762752985582,0.33028415171429515
economic_disadvantage,anyell0812,110,0.5495957904495299,0.9441382583463565,0.4474493871908636,0.2337863473687321,0.4385596098378301,0.49123571105301383,0.7112812181003392,0.5700399554334581,0.9881623359397054,0.6327689349418506,0.9144553085789084,0.6446889182552695,0.8580482667312026,0.5945937741780654,0.9145707308780402,0.6184414050076157,0.8336967085488141,0.17578999896068126
Brooklyn,anyell0812,111,0.8474476996343583,0.7774226107867435,0.7011264226865024,0.755591786839068,0.28895717887207867,0.5568549378775061,0.6471636699978263,0.6635756875853986,0.6933765498688444,0.5736156275961548,0.7362066314090043,0.6576133351773024,0.7591991844819859,0.5377691119210795,0.6434017627034336,0.7901988418307155,0.8449768669670448,0.4108099843142554
Bronx,anyell0812,112,0.5753130922093987,0.9024481946835294,0.7815791587345302,0.7958726279437542,0.4848475036211312,0.6139356540516019,0.5482253280933946,0.7260044955182821,0.9965006508864462,0.6490156539948657,0.7769625715445727,0.73551864863839,0.9591462770476937,0.7604110601823777,0.7107398892985657,0.744578166748397,0.867553690331988,0.033833062974736094
Manhattan,anyell0812,113,0.5313589439028874,0.7659760731039569,0.7395238381344826,0.32784290988929576,0.34571640966460115,0.4876238602679223,0.5266325162258,0.2183568209875375,0.6670778504339978,0.9922456252388656,0.7675513600697741,0.5805050869239494,0.7399652905296534,0.7723097183043137,0.9519908392103389,0.7241184519371018,0.5654906325507909,0.49375942850019783
Queens,anyell0812,114,0.890867538517341,0.8206762901972979,0.26658394713886086,0.6146339389495552,0.52726140441373,0.7894789034035057,0.647020513797179,0.7348753257188947,0.5640128683298826,0.7733411595690995,0.7347419505240396,0.5166512131690979,0.8784618028439581,0.923528631683439,0.9892900595441461,0.5643393233185634,0.9101066204020754,0.33972034649923444
Staten Island,anyell0812,115,0.879363214946352,0.8523985865758732,0.6527000883128495,0.7039675504900516,0.45664875195361676,0.6617427302058787,0.5322283826302738,0.634784838417545,0.8070884650805965,0.700620093732141,0.6592876560753211,0.9385040315100923,0.7490919178817421,0.5708167579723522,0.7648342602187768,0.6919455556198955,0.6762947953538969,0.46982043713796884
spec_hs,anyell0812,116,0.5134353941539302,0.840570294065401,0.28846569801680744,0.5872443269006908,0.3125670759007335,0.27631607670336966,0.3533999172970653,0.5710414447821677,0.5049808508483693,0.9601832053158432,0.7349435011856258,0.625272820238024,0.7253812541021034,0.6738860355690122,0.5994984857970849,0.5315897049149498,0.5719878922682256,0.07648623164277524
economic_disadvantage,anyspd0812,117,0.6320230509154499,0.7030517676612362,0.7369995668064804,0.6517957495525479,0.5784159890376033,0.7910516176372768,0.40486561190336945,0.44724736530333764,0.5760163671802729,0.7165707326494157,0.6211286796024069,0.8316931773442775,0.617983550298959,0.9949114760383964,0.6317943492904305,0.5472481143660843,0.8802407633047551,0.045111807296052575
Brooklyn,anyspd0812,118,0.9988929886603728,0.9972309176810086,0.7653967971913518,0.44495896128937606,0.5547242125496269,0.729241693392396,0.7541305076330902,0.4218435856513679,0.7648641037521884,0.7413063675630838,0.8397311510052532,0.5183988276403397,0.546372361597605,0.9629615815356374,0.9329708404839039,0.578600493259728,0.8957583815790713,0.309108913410455
Bronx,anyspd0812,119,0.7146870896685869,0.7518087127245963,0.6572565170004965,0.7569166345056146,0.7209422006737443,0.48997476729564376,0.4204050640109927,0.6217386165168137,0.9633763139136136,0.7185652675107121,0.621805178350769,0.6547651182627305,0.6360052268719301,0.5813589809695259,0.8104543334338814,0.5015228369738907,0.8027568509569392,0.0506997894262895
Manhattan,anyspd0812,120,0.6755659995833412,0.7694075795589015,0.41612343587912626,0.6896920956671239,0.2164653805550188,0.3602310768794269,0.4511008836794645,0.45019632042385643,0.6439160766312853,0.6105804984690621,0.9223015705356374,0.8037705551832914,0.7985088841523975,0.5787968599470332,0.9494415662484244,0.6865175287239254,0.7106109432643279,0.4687478266423568
Queens,anyspd0812,121,0.8807549276389182,0.5687272273935378,0.20389327108860017,0.7441573618911208,0.5593045967165382,0.307335475133732,0.42352000945247714,0.20209906548261644,0.6946533363079652,0.7281316219596192,0.9617155742598698,0.6831349720014259,0.6762958392500877,0.5235047509195283,0.5271201300201938,0.7761962831718847,0.9237887631170452,0.2765257053542882
Staten Island,anyspd0812,122,0.6290188140701503,0.5080233917105943,0.44924659477546813,0.43971874378621584,0.48682575821876534,0.6567649137694389,0.5547123486641795,0.3763805680908263,0.9087684400146827,0.8740378448273987,0.9580222882796079,0.7807102235965431,0.9808867946267128,0.8310638900147751,0.6857914247084409,0.7383863956201822,0.5728651933604851,0.1997081113513559
spec_hs,anyspd0812,123,0.7117502926848829,0.5277167838066816,0.5070023951586337,0.32905100085772576,0.7394228775519878,0.36584937982261184,0.668418036401272,0.5773685918655247,0.8559583203168586,0.7706800526939332,0.977003411273472,0.9361252058297396,0.8869100091978908,0.683411025791429,0.9583265383262187,0.5990475930739194,0.5749365438241512,0.3527290392667055
Brooklyn,economic_disadvantage,124,0.5726993224816397,0.9453480130759999,0.322144708968699,0.7211890239734204,0.23546299748122695,0.3450952034909278,0.6071050862316043,0.46149392714723947,0.9472466587321833,0.9291132109938189,0.8809154640184715,0.8106992670800537,0.9846104183234274,0.8512947274139151,0.7053473971318454,0.9236141914734617,0.7777534378692508,0.11848948546685278
Bronx,economic_disadvantage,125,0.9419442075304687,0.923051143065095,0.7036156540270895,0.5702029145788402,0.765181944007054,0.43247270542196936,0.428083707485348,0.2949907657224685,0.6049926419509575,0.8830849367659539,0.522622907650657,0.7892436896217987,0.7676077099749818,0.6153423964278772,0.7583559380145743,0.6643334995023906,0.6400508146034554,0.4240572969429195
Manhattan,economic_disadvantage,126,0.6296867546625435,0.5707861017435789,0.28037324892356996,0.6376432003919036,0.357731765601784,0.362332972092554,0.31059746555984025,0.3666883214376867,0.5412628661142662,0.7763071017106995,0.8237929673632607,0.5209570669103414,0.8695500233443454,0.8963540950790048,0.6820053963456303,0.7584045900730416,0.5646716017508879,0.07346311234869063
Queens,economic_disadvantage,127,0.924831414478831,0.7715721339918673,0.21437259004451337,0.4702046015299857,0.3986873922403902,0.34044518303126103,0.4240344079677016,0.46054733591154223,0.710945246857591,0.9251001181546599,0.5925320006208494,0.72275644633919,0.5543604575796053,0.7183026801794767,0.5396695142844692,0.8745753769762814,0.7360434215515852,0.040203062002547085
Staten Island,economic_disadvantage,128,0.8881319797364995,0.8490659160306677,0.5431911794003099,0.3580448196269572,0.7144677521195264,0.4164111521095038,0.2550190645735711,0.7537101131398232,0.6458726233104244,0.8867799090221524,0.6467225793749094,0.9009128456236795,0.9136750042671338,0.9763548712944612,0.8420088733546436,0.9904817683855072,0.911439340095967,0.27679333521518856
spec_hs,economic_disadvantage,129,0.9543643241049722,0.5179336344590411,0.7932720731943848,0.2320435764733702,0.6037378191016616,0.2560338339302689,0.6365509534720333,0.4607105793431402,0.9669383051805198,0.7701488785678521,0.6272715430241078,0.700178052065894,0.8323981869034469,0.6922350417589769,0.5849436451680958,0.7371266544796526,0.5395283736288548,0.41947712923865765
spec_hs,Brooklyn,130,0.7948732324875891,0.7349165336927399,0.6524787877686322,0.7332832297310234,0.34402230633422737,0.7085923627950252,0.3979709092527628,0.651314713805914,0.9242418591165915,0.9138612817041576,0.5764506557025015,0.9588928762823343,0.5334998331964016,0.8151956194778904,0.9193884576670825,0.622985333786346,0.8157093733316287,0.07862402556929737
spec_hs,Bronx,131,0.9382128400029615,0.8887843356933445,0.3823973845690489,0.5661580845713616,0.5279001272283494,0.6843625853303821,0.70076734572649,0.3856723733711988,0.7822639284422621,0.5932999973883852,0.8349643427645788,0.7100232231896371,0.7577011614339426,0.6451297778403386,0.8981356006115675,0.9050421648425981,0.7364161175210029,0.021611506352201104
spec_hs,Manhattan,132,0.8024246969725937,0.7205099875573069,0.7765468829777094,0.47594572980888195,0.6556502993218601,0.28591095469892025,0.5052517697215081,0.7740653600543739,0.5665082212071866,0.8512934800237417,0.7604206952964887,0.8732524819206446,0.7263247384689748,0.8785026601981372,0.5411795411491767,0.8701865909388289,0.8229970600223169,0.48898571159224957
spec_hs,Queens,133,0.8902887656586245,0.600686926743947,0.5220255716238171,0.22976134237833323,0.5348092400468887,0.4563691818155349,0.5963548807892949,0.642512396303937,0.809543359093368,0.6863270411267877,0.8318299941020086,0.7398362401872873,0.6576650751521811,0.5720530883409083,0.973394105443731,0.945817792089656,0.6995323300361633,0.21744152531027794
spec_hs,Staten Island,134,0.7101334190228954,0.773924196488224,0.6111993190366776,0.5073870964348317,0.3129964004736394,0.6748289115726949,0.342525751888752,0.36282939799129965,0.6849909886950627,0.7421402424806729,0.7651462579378858,0.6536829253891483,0.5990533427102491,0.5907457428984344,0.711894242791459,0.9837702832883224,0.6144254567334428,0.24037009896710515
